intent,example_sentence,response_template
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Grip,Grip korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kanser,Kanser korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Kalp hastalığı,Kalp hastalığı korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Diyabet,Diyabet korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
prevention,Enfeksiyon,Enfeksiyon korunma yöntemleri hakkında detaylı bilgiler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
